0,1,1,1,1,1,1,1,1,1,1,2,37,37,8,37,0,1,1,1,1,1,1,1,1,1,1,2
9,30,30,30,31,30,31,30,30,30,30,11,8,37,37,37,9,30,30,30,30,30,31,30,30,30,30,11
9,28,28,28,28,28,28,28,28,28,29,12,1,1,1,1,13,28,28,28,28,28,28,28,28,28,28,11
9,28,28,28,28,28,28,28,28,28,29,34,16,22,22,16,36,28,28,28,28,28,28,28,28,27,28,11
9,28,28,28,3,4,28,28,28,28,28,31,25,30,30,25,30,28,28,28,28,28,3,4,28,28,28,11
9,27,28,28,11,18,4,28,28,28,28,28,28,28,28,28,28,28,27,28,28,3,20,9,28,28,28,11
9,28,28,28,11,17,18,4,28,28,28,28,28,28,28,28,28,28,28,28,3,20,8,9,28,28,28,11
9,28,28,28,11,17,17,18,4,28,28,28,28,28,28,28,28,28,28,3,20,8,8,9,28,28,28,11
9,28,28,28,11,17,17,0,13,28,28,28,28,28,28,28,28,28,28,12,2,8,8,9,28,28,28,11
9,28,28,28,11,17,0,13,36,28,28,28,28,28,28,28,28,28,28,34,12,2,8,9,28,28,28,11
9,28,28,28,11,0,13,36,30,28,28,28,28,28,28,28,28,28,28,31,34,12,2,9,28,28,28,11
9,28,27,28,12,13,36,31,28,29,28,28,28,27,28,28,28,28,28,28,30,34,12,13,28,28,28,11
9,28,28,28,34,36,30,28,28,29,29,28,28,28,28,28,28,28,28,28,29,30,34,36,27,28,28,11
9,28,28,28,31,31,28,28,28,28,29,28,28,28,28,28,28,28,28,28,28,29,30,31,28,28,28,11
9,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,11
18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20
